"Ключ формулы","Формула","Подгруппа материалов","Деловой партнер","""Действительно с"" - метка врем. объекта","Метка времени ""Действительно по""","Дата создания","Неактивна","Тип цены","ВалютаДокумента","Материал","client_id","client_name"
"Z900029469","( MEG + H ) * E * T - N","","14179","2025-03-01 00:00:00","2026-12-31 00:00:00","2026-07-06 00:00:00","","1","RUB","991831","CL-10108","Клиент 108"
"Z900029470","( MEG + H ) * E * T - N","","14179","2025-03-01 00:00:00","2026-12-31 00:00:00","2026-07-06 00:00:00","","A1","RUB","991831","CL-10108","Клиент 108"
"Z900029474","( TSR20 * D ) * CUR_$ * VAT","","37524","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-07-07 00:00:00","","A1","RUB","1183048","CL-10525","Клиент 525"
"Z900029480","( DEG + H ) * USD * K + T","","12912","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-07-08 00:00:00","X","A1","RUB","991884","CL-10076","Клиент 076"
"Z900029485","( ( ( A * F + G ) * B / ( C * F + K ) - 1 ) * C + C ) * NDS","","231617","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-07-08 00:00:00","X","A1","RUB","1749564","CL-10249","Клиент 249"
"Z410001949","IF ( ( TSR20 + 100 ) <= 1350 , 1350 , TSR20 + 100 ) / CUR_€_$_ECB + T + K","MT00000034","273633","2021-01-01 00:00:00","2024-12-31 00:00:00","2023-12-22 00:00:00","","2","EUR","","CL-10308","Клиент 308"
"Z410001952","( 0_11 * CONTR_FOB_ARA_01 + 0_11 * CONTR_CFR_NEAS_02 + 0_255 * CONTR_FD_NWE_16 + 0_255 * SPOT_CFR_NEASIA_06 + 0_27 * ( VGO + 400 ) ) / CUR_€_$_ECB + K + T","MT00000450","273633","2023-01-01 00:00:00","2024-12-31 00:00:00","2023-12-22 00:00:00","","2","EUR","","CL-10308","Клиент 308"
"Z410001989","SPOT_CFR_TURKEY_06 + 0 + 30","MT00000108","313709","2024-01-01 00:00:00","2024-12-31 00:00:00","2024-01-15 00:00:00","","2","USD","","CL-10421","Клиент 421"
"Z410002012","( ( CHINA_02 / VAT / EXCHANGE ) + LOGISTICS ) * DISCOUNT","MT00000038","333098","2024-01-01 00:00:00","2024-12-31 00:00:00","2024-02-13 00:00:00","","2","USD","","CL-10464","Клиент 464"
"Z410002058","( CFR_TUR_CURRENT * DISCOUNT21 + 0 + 20 )","MT00000108","81586","2024-01-01 00:00:00","2025-01-31 00:00:00","2024-04-01 00:00:00","","2","USD","","CL-10594","Клиент 594"
"Z430000054","( TSR20 - USD70 ) * CUR_$_¥_PBC","","278875","2024-01-01 00:00:00","2025-03-31 00:00:00","2024-07-02 00:00:00","","2","CNY","1183048","CL-10322","Клиент 322"
"Z430000126","( CHINA_07 + CHINA_03 ) / 2","MT00085613","330399","2025-04-01 00:00:00","2026-03-31 00:00:00","2026-02-25 00:00:00","","1","CNY","","CL-10455","Клиент 455"
"Z430000154","( ( AVG + 30 - DISCOUNT ) * CUR_$_¥_PBC ) / VAT","MT00000113","280832","2025-10-01 00:00:00","2026-12-31 00:00:00","2026-05-14 00:00:00","","2","CNY","","CL-10324","Клиент 324"
"Z430000182","( CFR_CHINA + 40 - DISCOUNT ) * CUR_$_¥_PBC - OTHER","MT00000113","273088","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-18 00:00:00","","2","CNY","","CL-10307","Клиент 307"
"Z430000183","( CFR_CHINA - 7 / 365 * 30 * 8 * CFR_CHINA ) * CUR_$_¥_PBC","MT00000131","302837","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-22 00:00:00","","2","CNY","","CL-10399","Клиент 399"
"Z430000197","( ( CFR_CHINA - DISCOUNT ) * CUR_$_¥_PBC * DUTY * VAT + OTHER ) / VAT","MT10000009","264873","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-07-03 00:00:00","","2","CNY","","CL-10286","Клиент 286"
"Z900018981","SPOT - ( SPOT * A )","MT00000116","32619","2024-09-30 00:00:00","2029-12-31 00:00:00","2024-10-14 00:00:00","","A1","RUB","","CL-10442","Клиент 442"
